timestamp,fecha,hora,dia_semana,mes,src_ip,dst_ip,dst_port,protocol,action,bytes,country,severity,mitre_technique
2024-02-09 04:32:39,2024-02-09,4,Friday,2024-02,45.35.214.57,10.0.0.32,23,TCP,deny,19341,Rusia,alta,T1110
2024-01-30 03:54:24,2024-01-30,3,Tuesday,2024-01,192.168.2.225,10.0.0.24,53,ICMP,allow,17166,Estados Unidos,baja,
2024-01-19 13:06:12,2024-01-19,13,Friday,2024-01,45.91.57.7,10.0.0.47,8080,UDP,deny,21746,China,critica,T1190
2024-02-06 13:27:41,2024-02-06,13,Tuesday,2024-02,45.27.52.174,10.0.0.45,8080,TCP,deny,41598,China,alta,T1190
2024-02-22 13:12:49,2024-02-22,13,Thursday,2024-02,192.168.0.219,10.0.0.50,123,ICMP,allow,14648,Rusia,baja,
2024-02-15 13:18:51,2024-02-15,13,Thursday,2024-02,192.168.5.177,10.0.0.21,110,UDP,allow,16292,Rusia,media,
2024-01-24 11:55:40,2024-01-24,11,Wednesday,2024-01,192.168.2.208,10.0.0.24,25,UDP,allow,46197,Brasil,baja,
2024-02-04 13:10:35,2024-02-04,13,Sunday,2024-02,192.168.0.12,10.0.0.36,443,UDP,allow,45930,China,baja,
2024-01-11 12:56:45,2024-01-11,12,Thursday,2024-01,192.168.2.57,10.0.0.10,993,ICMP,allow,31476,China,baja,
2024-01-08 12:56:46,2024-01-08,12,Monday,2024-01,45.21.111.60,10.0.0.22,23,ICMP,deny,6644,Rusia,alta,T1110
2024-02-06 00:19:41,2024-02-06,0,Tuesday,2024-02,192.168.0.76,10.0.0.39,993,TCP,allow,29792,Rusia,baja,
2024-02-02 17:13:38,2024-02-02,17,Friday,2024-02,45.35.214.57,10.0.0.32,8080,TCP,deny,2646,China,critica,T1190
2024-01-19 10:58:31,2024-01-19,10,Friday,2024-01,192.168.2.136,10.0.0.8,25,TCP,allow,21069,Alemania,baja,
2024-01-28 11:18:08,2024-01-28,11,Sunday,2024-01,192.168.0.76,10.0.0.5,80,UDP,allow,32546,China,baja,
2024-01-25 18:23:09,2024-01-25,18,Thursday,2024-01,45.35.214.57,10.0.0.50,3306,UDP,deny,24876,China,alta,T1190
2024-01-21 23:43:45,2024-01-21,23,Sunday,2024-01,45.74.13.144,10.0.0.50,8080,UDP,deny,47735,Irán,critica,T1190
2024-01-13 17:45:07,2024-01-13,17,Saturday,2024-01,45.27.52.174,10.0.0.4,21,ICMP,deny,129,Irán,alta,T1071
2024-02-06 16:22:40,2024-02-06,16,Tuesday,2024-02,45.64.16.8,10.0.0.41,22,TCP,deny,13895,Corea del Norte,critica,T1110
2024-02-15 16:15:51,2024-02-15,16,Thursday,2024-02,45.64.16.8,10.0.0.2,8080,TCP,allow,5695,China,baja,T1190
2024-01-11 00:36:16,2024-01-11,0,Thursday,2024-01,192.168.2.148,10.0.0.7,110,TCP,allow,37366,China,baja,
2024-02-20 01:25:51,2024-02-20,1,Tuesday,2024-02,45.79.44.152,10.0.0.33,22,TCP,allow,26840,Rusia,baja,T1110
2024-01-13 16:09:49,2024-01-13,16,Saturday,2024-01,45.27.52.174,10.0.0.35,22,ICMP,deny,23673,China,alta,T1110
2024-02-21 03:09:13,2024-02-21,3,Wednesday,2024-02,45.21.111.60,10.0.0.22,3389,ICMP,deny,19197,Corea del Norte,critica,T1021
2024-01-08 09:37:33,2024-01-08,9,Monday,2024-01,45.91.57.7,10.0.0.10,3306,UDP,deny,16300,Irán,alta,T1190
2024-01-18 17:20:30,2024-01-18,17,Thursday,2024-01,45.64.16.8,10.0.0.9,3389,TCP,deny,25090,Corea del Norte,critica,T1021
2024-01-02 11:35:13,2024-01-02,11,Tuesday,2024-01,45.35.214.57,10.0.0.14,21,TCP,allow,2090,Corea del Norte,media,T1071
2024-01-22 01:42:12,2024-01-22,1,Monday,2024-01,192.168.4.68,10.0.0.50,123,UDP,allow,5344,Brasil,baja,
2024-02-27 02:48:39,2024-02-27,2,Tuesday,2024-02,45.45.125.58,10.0.0.9,22,ICMP,deny,21739,Corea del Norte,alta,T1110
2024-01-23 03:35:15,2024-01-23,3,Tuesday,2024-01,192.168.5.177,10.0.0.10,993,TCP,allow,17581,Rusia,media,
2024-02-09 13:41:09,2024-02-09,13,Friday,2024-02,192.168.0.12,10.0.0.25,80,ICMP,allow,28653,México,baja,
2024-02-12 00:27:23,2024-02-12,0,Monday,2024-02,45.35.214.57,10.0.0.13,23,TCP,deny,22739,Irán,critica,T1110
2024-02-18 09:14:42,2024-02-18,9,Sunday,2024-02,45.21.111.60,10.0.0.40,22,UDP,allow,35037,China,baja,T1110
2024-01-30 03:35:13,2024-01-30,3,Tuesday,2024-01,45.74.13.144,10.0.0.44,8080,ICMP,deny,9373,Corea del Norte,critica,T1190
2024-01-05 00:05:41,2024-01-05,0,Friday,2024-01,45.91.57.7,10.0.0.11,3389,UDP,deny,32305,Rusia,critica,T1021
2024-01-20 02:00:50,2024-01-20,2,Saturday,2024-01,45.35.214.57,10.0.0.11,1433,ICMP,deny,8188,China,critica,T1190
2024-02-26 02:48:24,2024-02-26,2,Monday,2024-02,45.27.52.174,10.0.0.25,23,ICMP,deny,21813,Corea del Norte,critica,T1110
2024-01-31 02:48:53,2024-01-31,2,Wednesday,2024-01,45.74.13.144,10.0.0.6,3389,UDP,deny,48205,Corea del Norte,critica,T1021
2024-02-28 03:17:32,2024-02-28,3,Wednesday,2024-02,192.168.5.167,10.0.0.39,80,UDP,allow,25977,Estados Unidos,baja,
2024-02-19 18:34:44,2024-02-19,18,Monday,2024-02,192.168.0.98,10.0.0.36,110,ICMP,allow,31489,China,baja,
2024-02-28 13:13:30,2024-02-28,13,Wednesday,2024-02,192.168.4.236,10.0.0.31,993,ICMP,allow,11096,India,baja,
2024-02-16 15:43:00,2024-02-16,15,Friday,2024-02,45.91.57.7,10.0.0.9,445,ICMP,deny,3627,Irán,critica,T1021
2024-02-14 04:03:56,2024-02-14,4,Wednesday,2024-02,45.35.214.57,10.0.0.8,1433,TCP,deny,378,China,critica,T1190
2024-01-16 10:46:08,2024-01-16,10,Tuesday,2024-01,192.168.1.17,10.0.0.30,123,UDP,allow,30689,México,media,
2024-02-27 16:16:08,2024-02-27,16,Tuesday,2024-02,45.35.214.57,10.0.0.8,8080,UDP,deny,29194,China,alta,T1190
2024-01-27 10:36:37,2024-01-27,10,Saturday,2024-01,192.168.3.21,10.0.0.14,123,ICMP,allow,41130,Rusia,media,
2024-02-04 12:08:49,2024-02-04,12,Sunday,2024-02,45.79.44.152,10.0.0.31,8080,ICMP,deny,45722,Rusia,alta,T1190
2024-02-06 09:51:47,2024-02-06,9,Tuesday,2024-02,192.168.5.225,10.0.0.15,123,ICMP,deny,24613,China,media,
2024-02-27 03:40:59,2024-02-27,3,Tuesday,2024-02,192.168.3.102,10.0.0.2,80,ICMP,allow,21841,Desconocido,baja,
2024-01-03 13:00:34,2024-01-03,13,Wednesday,2024-01,192.168.1.139,10.0.0.44,25,UDP,allow,47173,Corea del Norte,baja,
2024-02-02 00:48:53,2024-02-02,0,Friday,2024-02,192.168.1.183,10.0.0.24,25,UDP,allow,17238,Rusia,baja,
2024-02-25 04:46:06,2024-02-25,4,Sunday,2024-02,45.74.13.144,10.0.0.33,22,ICMP,allow,37453,Corea del Norte,baja,T1110
2024-01-03 04:30:04,2024-01-03,4,Wednesday,2024-01,45.74.13.144,10.0.0.1,8080,TCP,deny,7959,Rusia,alta,T1190
2024-01-29 04:45:30,2024-01-29,4,Monday,2024-01,45.74.13.144,10.0.0.44,22,TCP,deny,25376,Irán,critica,T1110
2024-02-24 11:25:26,2024-02-24,11,Saturday,2024-02,192.168.1.246,10.0.0.18,110,UDP,allow,34724,Brasil,baja,
2024-01-12 16:49:21,2024-01-12,16,Friday,2024-01,192.168.5.30,10.0.0.22,53,ICMP,allow,41699,India,baja,
2024-01-16 02:12:11,2024-01-16,2,Tuesday,2024-01,45.79.44.152,10.0.0.39,3306,ICMP,deny,5002,Rusia,alta,T1190
2024-02-27 02:08:14,2024-02-27,2,Tuesday,2024-02,45.27.52.174,10.0.0.6,23,ICMP,allow,8359,Desconocido,baja,T1110
2024-01-22 03:18:16,2024-01-22,3,Monday,2024-01,192.168.4.197,10.0.0.47,110,ICMP,allow,39562,China,baja,
2024-01-16 10:11:07,2024-01-16,10,Tuesday,2024-01,192.168.4.51,10.0.0.41,123,ICMP,allow,39557,China,baja,
2024-01-09 11:12:16,2024-01-09,11,Tuesday,2024-01,45.74.13.144,10.0.0.9,445,UDP,deny,20404,Corea del Norte,critica,T1021
2024-01-22 16:43:18,2024-01-22,16,Monday,2024-01,45.91.57.7,10.0.0.35,3389,ICMP,allow,2505,Irán,media,T1021
2024-01-02 13:28:58,2024-01-02,13,Tuesday,2024-01,45.91.57.7,10.0.0.50,445,ICMP,deny,9102,Corea del Norte,critica,T1021
2024-01-03 03:30:10,2024-01-03,3,Wednesday,2024-01,45.91.57.7,10.0.0.33,3306,UDP,allow,45223,Desconocido,baja,T1190
2024-02-22 01:59:08,2024-02-22,1,Thursday,2024-02,192.168.2.17,10.0.0.47,53,ICMP,allow,8684,México,media,
2024-01-01 12:27:31,2024-01-01,12,Monday,2024-01,45.27.52.174,10.0.0.13,445,TCP,allow,12444,China,media,T1021
2024-02-16 14:02:00,2024-02-16,14,Friday,2024-02,192.168.5.118,10.0.0.39,123,ICMP,allow,48379,Estados Unidos,baja,
2024-02-07 12:08:57,2024-02-07,12,Wednesday,2024-02,45.21.111.60,10.0.0.48,1433,TCP,deny,24521,China,critica,T1190
2024-02-05 10:18:05,2024-02-05,10,Monday,2024-02,192.168.5.77,10.0.0.8,993,ICMP,allow,30169,México,media,
2024-01-07 02:04:53,2024-01-07,2,Sunday,2024-01,45.27.52.174,10.0.0.39,445,ICMP,allow,12139,Corea del Norte,baja,T1021
2024-01-31 03:20:10,2024-01-31,3,Wednesday,2024-01,192.168.4.196,10.0.0.46,443,TCP,allow,2371,Países Bajos,media,
2024-02-18 17:35:44,2024-02-18,17,Sunday,2024-02,45.64.16.8,10.0.0.2,21,ICMP,deny,2163,Rusia,critica,T1071
2024-02-11 04:37:54,2024-02-11,4,Sunday,2024-02,45.35.214.57,10.0.0.20,3306,TCP,deny,2126,Corea del Norte,critica,T1190
2024-01-17 11:14:23,2024-01-17,11,Wednesday,2024-01,192.168.4.187,10.0.0.28,123,TCP,allow,18634,Brasil,baja,
2024-02-29 02:10:10,2024-02-29,2,Thursday,2024-02,192.168.4.43,10.0.0.6,80,ICMP,allow,19841,China,baja,
2024-02-15 13:05:04,2024-02-15,13,Thursday,2024-02,45.21.111.60,10.0.0.15,1433,TCP,deny,43440,China,critica,T1190
2024-01-11 04:02:57,2024-01-11,4,Thursday,2024-01,45.74.13.144,10.0.0.2,23,UDP,deny,37277,Rusia,critica,T1110
2024-02-08 00:20:02,2024-02-08,0,Thursday,2024-02,45.91.57.7,10.0.0.48,1433,UDP,deny,6840,Irán,critica,T1190
2024-01-01 16:15:47,2024-01-01,16,Monday,2024-01,192.168.1.222,10.0.0.7,53,TCP,allow,43199,México,baja,
2024-02-09 04:19:33,2024-02-09,4,Friday,2024-02,192.168.2.6,10.0.0.48,443,TCP,allow,33236,China,baja,
2024-01-26 01:39:51,2024-01-26,1,Friday,2024-01,192.168.1.222,10.0.0.41,443,TCP,allow,15471,China,baja,
2024-02-28 03:08:52,2024-02-28,3,Wednesday,2024-02,45.35.214.57,10.0.0.4,21,ICMP,allow,31707,China,media,T1071
2024-01-14 12:59:57,2024-01-14,12,Sunday,2024-01,192.168.0.250,10.0.0.13,110,TCP,allow,26457,Alemania,media,
2024-02-07 01:35:41,2024-02-07,1,Wednesday,2024-02,45.74.13.144,10.0.0.37,445,UDP,deny,19716,Corea del Norte,critica,T1021
2024-01-15 18:29:33,2024-01-15,18,Monday,2024-01,192.168.4.68,10.0.0.13,110,UDP,allow,44949,Alemania,baja,
2024-02-10 00:08:07,2024-02-10,0,Saturday,2024-02,45.27.52.174,10.0.0.23,445,TCP,deny,12903,China,critica,T1021
2024-02-21 00:20:52,2024-02-21,0,Wednesday,2024-02,45.64.16.8,10.0.0.12,445,TCP,deny,19884,Corea del Norte,critica,T1021
2024-02-02 18:35:26,2024-02-02,18,Friday,2024-02,192.168.4.65,10.0.0.41,123,ICMP,deny,48646,Brasil,media,
2024-01-15 18:38:58,2024-01-15,18,Monday,2024-01,192.168.1.246,10.0.0.41,993,TCP,allow,13820,Alemania,baja,
2024-01-08 00:45:23,2024-01-08,0,Monday,2024-01,192.168.4.197,10.0.0.17,443,TCP,allow,44414,Estados Unidos,media,
2024-02-21 09:31:22,2024-02-21,9,Wednesday,2024-02,192.168.5.109,10.0.0.37,80,ICMP,allow,15410,Estados Unidos,media,
2024-01-23 15:06:18,2024-01-23,15,Tuesday,2024-01,45.74.13.144,10.0.0.27,8080,TCP,deny,7670,Rusia,alta,T1190
2024-01-23 02:41:59,2024-01-23,2,Tuesday,2024-01,192.168.0.250,10.0.0.44,53,ICMP,allow,10551,China,baja,
2024-02-15 10:35:31,2024-02-15,10,Thursday,2024-02,45.45.125.58,10.0.0.19,23,UDP,deny,22074,China,alta,T1110
2024-02-23 02:03:10,2024-02-23,2,Friday,2024-02,45.45.125.58,10.0.0.19,21,UDP,deny,34372,Irán,critica,T1071
2024-02-25 16:51:32,2024-02-25,16,Sunday,2024-02,192.168.4.57,10.0.0.42,80,UDP,allow,19378,Brasil,baja,
2024-02-28 14:05:30,2024-02-28,14,Wednesday,2024-02,45.45.125.58,10.0.0.45,3389,ICMP,deny,10973,Desconocido,critica,T1021
2024-01-02 02:21:43,2024-01-02,2,Tuesday,2024-01,45.91.57.7,10.0.0.7,21,TCP,deny,3722,Irán,alta,T1071
2024-02-04 01:44:15,2024-02-04,1,Sunday,2024-02,45.91.57.7,10.0.0.22,3389,TCP,deny,5410,China,critica,T1021
2024-01-15 04:49:09,2024-01-15,4,Monday,2024-01,45.91.57.7,10.0.0.42,445,ICMP,deny,26914,China,critica,T1021
2024-02-24 04:05:10,2024-02-24,4,Saturday,2024-02,45.64.16.8,10.0.0.2,22,ICMP,allow,29314,China,media,T1110
2024-02-01 03:30:14,2024-02-01,3,Thursday,2024-02,45.35.214.57,10.0.0.5,23,ICMP,deny,39955,China,critica,T1110
2024-02-12 16:14:52,2024-02-12,16,Monday,2024-02,192.168.4.196,10.0.0.33,25,TCP,allow,34157,Rusia,media,
2024-02-25 03:59:26,2024-02-25,3,Sunday,2024-02,192.168.2.136,10.0.0.37,80,TCP,allow,0,India,baja,
2024-01-21 09:39:41,2024-01-21,9,Sunday,2024-01,192.168.1.33,10.0.0.25,53,UDP,deny,45398,Corea del Norte,alta,
2024-01-25 02:24:09,2024-01-25,2,Thursday,2024-01,192.168.0.175,10.0.0.37,25,UDP,allow,0,Estados Unidos,baja,
2024-01-21 11:29:14,2024-01-21,11,Sunday,2024-01,45.21.111.60,10.0.0.7,23,ICMP,deny,36103,Rusia,critica,T1110
2024-01-22 04:57:47,2024-01-22,4,Monday,2024-01,192.168.5.41,10.0.0.36,25,UDP,allow,33118,Alemania,baja,
2024-02-28 12:58:52,2024-02-28,12,Wednesday,2024-02,192.168.5.68,10.0.0.13,80,TCP,allow,42332,Estados Unidos,baja,
2024-01-25 01:41:42,2024-01-25,1,Thursday,2024-01,45.79.44.152,10.0.0.38,21,TCP,deny,43342,Desconocido,alta,T1071
2024-01-24 10:57:25,2024-01-24,10,Wednesday,2024-01,192.168.2.62,10.0.0.30,123,TCP,allow,42847,Rusia,baja,
2024-02-08 00:35:05,2024-02-08,0,Thursday,2024-02,45.64.16.8,10.0.0.46,8080,TCP,deny,42098,Irán,alta,T1190
2024-01-19 00:01:11,2024-01-19,0,Friday,2024-01,45.91.57.7,10.0.0.47,3389,TCP,allow,5663,Irán,baja,T1021
2024-01-26 18:12:35,2024-01-26,18,Friday,2024-01,45.27.52.174,10.0.0.44,3306,UDP,allow,19679,Corea del Norte,baja,T1190
2024-02-01 10:07:03,2024-02-01,10,Thursday,2024-02,192.168.2.57,10.0.0.23,110,ICMP,allow,37398,Estados Unidos,media,
2024-02-08 02:08:23,2024-02-08,2,Thursday,2024-02,45.27.52.174,10.0.0.35,445,ICMP,deny,22996,Corea del Norte,critica,T1021
2024-01-06 01:30:51,2024-01-06,1,Saturday,2024-01,45.35.214.57,10.0.0.2,445,ICMP,deny,43982,China,critica,T1021
2024-02-17 18:33:07,2024-02-17,18,Saturday,2024-02,192.168.1.68,10.0.0.34,53,UDP,allow,42960,Países Bajos,baja,
2024-01-30 02:24:08,2024-01-30,2,Tuesday,2024-01,45.79.44.152,10.0.0.35,3306,UDP,deny,23504,Rusia,alta,T1190
2024-02-22 01:51:42,2024-02-22,1,Thursday,2024-02,45.35.214.57,10.0.0.19,23,UDP,deny,31583,Corea del Norte,critica,T1110
2024-01-02 04:41:59,2024-01-02,4,Tuesday,2024-01,45.21.111.60,10.0.0.1,3306,UDP,deny,344,Corea del Norte,alta,T1190
2024-01-16 14:11:54,2024-01-16,14,Tuesday,2024-01,192.168.0.175,10.0.0.44,53,ICMP,allow,16238,China,baja,
2024-01-29 01:36:19,2024-01-29,1,Monday,2024-01,192.168.5.59,10.0.0.46,123,ICMP,allow,0,Brasil,baja,
2024-01-20 03:49:57,2024-01-20,3,Saturday,2024-01,45.27.52.174,10.0.0.34,1433,ICMP,deny,25253,Irán,critica,T1190
2024-01-10 14:47:57,2024-01-10,14,Wednesday,2024-01,192.168.4.142,10.0.0.35,80,UDP,deny,49986,México,alta,
2024-01-18 15:35:44,2024-01-18,15,Thursday,2024-01,192.168.4.142,10.0.0.37,993,UDP,deny,12166,China,media,
2024-01-22 02:49:03,2024-01-22,2,Monday,2024-01,45.74.13.144,10.0.0.33,1433,UDP,deny,49205,China,critica,T1190
2024-02-10 09:22:22,2024-02-10,9,Saturday,2024-02,45.79.44.152,10.0.0.27,3306,UDP,deny,47246,China,alta,T1190
2024-02-24 16:42:21,2024-02-24,16,Saturday,2024-02,192.168.3.98,10.0.0.37,53,ICMP,allow,26207,Corea del Norte,baja,
2024-02-11 18:01:01,2024-02-11,18,Sunday,2024-02,45.27.52.174,10.0.0.24,8080,UDP,deny,19913,Rusia,alta,T1190
2024-02-03 16:58:05,2024-02-03,16,Saturday,2024-02,45.64.16.8,10.0.0.15,23,UDP,deny,19661,Desconocido,alta,T1110
2024-01-13 16:46:50,2024-01-13,16,Saturday,2024-01,45.64.16.8,10.0.0.10,21,TCP,allow,38500,Corea del Norte,media,T1071
2024-02-13 02:59:15,2024-02-13,2,Tuesday,2024-02,192.168.5.177,10.0.0.16,993,TCP,deny,750,Países Bajos,media,
2024-02-05 17:11:55,2024-02-05,17,Monday,2024-02,45.45.125.58,10.0.0.33,22,ICMP,deny,31068,Corea del Norte,alta,T1110
2024-02-01 04:49:06,2024-02-01,4,Thursday,2024-02,45.74.13.144,10.0.0.30,445,UDP,deny,6963,China,critica,T1021
2024-02-26 02:51:12,2024-02-26,2,Monday,2024-02,45.74.13.144,10.0.0.13,21,TCP,allow,9172,Corea del Norte,baja,T1071
2024-01-18 07:09:23,2024-01-18,7,Thursday,2024-01,192.168.2.254,10.0.0.21,443,UDP,allow,21590,Brasil,baja,
2024-02-13 19:44:01,2024-02-13,19,Tuesday,2024-02,45.45.125.58,10.0.0.8,23,UDP,allow,37129,Corea del Norte,media,T1110
2024-02-03 00:11:20,2024-02-03,0,Saturday,2024-02,45.45.125.58,10.0.0.43,445,ICMP,deny,28622,China,critica,T1021
2024-02-20 01:02:56,2024-02-20,1,Tuesday,2024-02,192.168.3.230,10.0.0.49,80,TCP,allow,15873,Alemania,baja,
2024-02-28 02:59:57,2024-02-28,2,Wednesday,2024-02,192.168.2.126,10.0.0.50,80,TCP,allow,5932,México,baja,
2024-01-11 12:37:35,2024-01-11,12,Thursday,2024-01,45.21.111.60,10.0.0.39,21,TCP,deny,35227,China,critica,T1071
2024-01-13 09:26:59,2024-01-13,9,Saturday,2024-01,45.91.57.7,10.0.0.19,445,ICMP,deny,16166,China,critica,T1021
2024-01-11 00:55:00,2024-01-11,0,Thursday,2024-01,45.79.44.152,10.0.0.5,23,TCP,allow,27006,Corea del Norte,media,T1110
2024-01-10 00:43:07,2024-01-10,0,Wednesday,2024-01,45.91.57.7,10.0.0.26,21,ICMP,deny,35918,China,critica,T1071
2024-02-16 10:50:19,2024-02-16,10,Friday,2024-02,192.168.1.151,10.0.0.48,123,ICMP,allow,14929,India,baja,
2024-01-07 16:01:00,2024-01-07,16,Sunday,2024-01,192.168.2.126,10.0.0.5,110,TCP,deny,1398,China,alta,
2024-01-22 04:23:50,2024-01-22,4,Monday,2024-01,192.168.0.40,10.0.0.37,53,UDP,allow,9134,India,baja,
2024-01-10 15:29:06,2024-01-10,15,Wednesday,2024-01,192.168.2.148,10.0.0.26,25,TCP,allow,24785,Brasil,media,
2024-01-17 15:50:56,2024-01-17,15,Wednesday,2024-01,45.74.13.144,10.0.0.33,1433,UDP,deny,8380,Irán,critica,T1190
2024-02-18 17:20:31,2024-02-18,17,Sunday,2024-02,45.45.125.58,10.0.0.15,3306,ICMP,deny,17534,Irán,critica,T1190
2024-01-27 13:32:24,2024-01-27,13,Saturday,2024-01,192.168.4.17,10.0.0.36,110,ICMP,allow,29327,Irán,media,
2024-02-01 01:14:37,2024-02-01,1,Thursday,2024-02,192.168.3.24,10.0.0.11,53,ICMP,allow,23191,Corea del Norte,baja,
2024-01-13 12:03:06,2024-01-13,12,Saturday,2024-01,192.168.5.167,10.0.0.16,443,ICMP,allow,47306,Alemania,media,
2024-01-30 01:41:23,2024-01-30,1,Tuesday,2024-01,192.168.0.64,10.0.0.30,80,TCP,deny,26319,Estados Unidos,alta,
2024-02-10 02:26:36,2024-02-10,2,Saturday,2024-02,45.64.16.8,10.0.0.34,3389,TCP,deny,40721,China,critica,T1021
2024-01-14 01:48:04,2024-01-14,1,Sunday,2024-01,192.168.4.51,10.0.0.12,25,TCP,allow,26130,China,baja,
2024-02-15 02:34:11,2024-02-15,2,Thursday,2024-02,192.168.4.194,10.0.0.28,53,UDP,allow,1342,Brasil,baja,
2024-02-07 04:48:22,2024-02-07,4,Wednesday,2024-02,192.168.2.17,10.0.0.48,53,TCP,allow,12586,Brasil,baja,
2024-02-11 04:05:53,2024-02-11,4,Sunday,2024-02,192.168.4.120,10.0.0.49,110,ICMP,allow,18658,Corea del Norte,media,
2024-02-16 12:07:02,2024-02-16,12,Friday,2024-02,45.35.214.57,10.0.0.4,8080,ICMP,allow,30968,Irán,baja,T1190
2024-01-31 23:17:36,2024-01-31,23,Wednesday,2024-01,45.74.13.144,10.0.0.21,1433,ICMP,deny,31189,Rusia,critica,T1190
2024-01-10 00:31:02,2024-01-10,0,Wednesday,2024-01,192.168.5.130,10.0.0.9,25,ICMP,allow,15485,Rusia,baja,
2024-02-21 03:08:15,2024-02-21,3,Wednesday,2024-02,192.168.4.225,10.0.0.28,443,TCP,allow,32200,Corea del Norte,media,
2024-01-15 17:21:32,2024-01-15,17,Monday,2024-01,45.74.13.144,10.0.0.40,445,UDP,deny,8552,China,critica,T1021
2024-01-31 17:51:59,2024-01-31,17,Wednesday,2024-01,45.27.52.174,10.0.0.48,3389,UDP,allow,12264,Corea del Norte,media,T1021
2024-02-26 10:53:17,2024-02-26,10,Monday,2024-02,192.168.5.109,10.0.0.27,110,UDP,allow,21482,China,baja,
2024-02-08 15:56:43,2024-02-08,15,Thursday,2024-02,192.168.2.254,10.0.0.9,53,UDP,allow,23607,México,baja,
2024-02-18 16:55:29,2024-02-18,16,Sunday,2024-02,45.91.57.7,10.0.0.10,8080,UDP,deny,39292,China,critica,T1190
2024-02-20 01:39:34,2024-02-20,1,Tuesday,2024-02,192.168.5.109,10.0.0.38,25,UDP,allow,23825,Estados Unidos,media,
2024-01-23 12:00:35,2024-01-23,12,Tuesday,2024-01,45.27.52.174,10.0.0.35,1433,ICMP,deny,12512,Corea del Norte,critica,T1190
2024-02-29 04:59:43,2024-02-29,4,Thursday,2024-02,192.168.2.253,10.0.0.39,80,ICMP,deny,40891,China,media,
2024-02-08 13:00:36,2024-02-08,13,Thursday,2024-02,45.45.125.58,10.0.0.50,22,ICMP,deny,27121,Rusia,critica,T1110
2024-02-13 12:46:19,2024-02-13,12,Tuesday,2024-02,45.91.57.7,10.0.0.8,3306,ICMP,allow,18297,Corea del Norte,baja,T1190
2024-02-14 02:57:46,2024-02-14,2,Wednesday,2024-02,45.21.111.60,10.0.0.25,3306,TCP,deny,16811,China,alta,T1190
2024-01-15 16:34:22,2024-01-15,16,Monday,2024-01,45.64.16.8,10.0.0.13,23,TCP,deny,13096,Rusia,critica,T1110
2024-02-19 18:52:45,2024-02-19,18,Monday,2024-02,192.168.5.44,10.0.0.11,110,ICMP,allow,30050,Rusia,media,
2024-01-29 02:08:41,2024-01-29,2,Monday,2024-01,45.91.57.7,10.0.0.49,3389,ICMP,deny,9181,Irán,critica,T1021
2024-01-07 04:56:52,2024-01-07,4,Sunday,2024-01,45.45.125.58,10.0.0.32,3306,UDP,deny,9686,Irán,critica,T1190
2024-02-15 16:04:34,2024-02-15,16,Thursday,2024-02,192.168.5.130,10.0.0.27,443,ICMP,allow,10677,Alemania,baja,
2024-01-11 03:20:08,2024-01-11,3,Thursday,2024-01,45.91.57.7,10.0.0.11,3389,TCP,deny,39689,Irán,critica,T1021
2024-02-06 17:35:28,2024-02-06,17,Tuesday,2024-02,45.91.57.7,10.0.0.19,21,UDP,deny,46279,China,critica,T1071
2024-02-07 17:01:25,2024-02-07,17,Wednesday,2024-02,45.27.52.174,10.0.0.26,3389,TCP,deny,22825,Corea del Norte,critica,T1021
2024-02-06 01:19:14,2024-02-06,1,Tuesday,2024-02,192.168.5.150,10.0.0.44,53,UDP,allow,38565,Rusia,baja,
2024-02-14 04:59:30,2024-02-14,4,Wednesday,2024-02,192.168.2.40,10.0.0.26,110,UDP,allow,43773,Estados Unidos,media,
2024-01-15 11:32:00,2024-01-15,11,Monday,2024-01,192.168.3.230,10.0.0.7,110,ICMP,allow,49414,China,media,
2024-02-04 09:41:11,2024-02-04,9,Sunday,2024-02,192.168.4.120,10.0.0.41,25,TCP,allow,38727,Rusia,baja,
2024-02-19 20:42:28,2024-02-19,20,Monday,2024-02,45.79.44.152,10.0.0.40,3306,UDP,deny,5501,Rusia,critica,T1190
2024-01-23 08:01:22,2024-01-23,8,Tuesday,2024-01,192.168.0.22,10.0.0.24,123,ICMP,allow,39760,China,baja,
2024-02-16 04:01:55,2024-02-16,4,Friday,2024-02,192.168.1.96,10.0.0.16,443,TCP,allow,21517,Estados Unidos,baja,
2024-01-12 04:06:55,2024-01-12,4,Friday,2024-01,45.21.111.60,10.0.0.19,3306,UDP,deny,35008,Corea del Norte,alta,T1190
2024-02-17 00:05:19,2024-02-17,0,Saturday,2024-02,192.168.2.103,10.0.0.16,123,ICMP,allow,4088,Estados Unidos,baja,
2024-02-11 10:43:03,2024-02-11,10,Sunday,2024-02,45.21.111.60,10.0.0.9,8080,TCP,deny,32104,China,alta,T1190
2024-01-15 17:08:12,2024-01-15,17,Monday,2024-01,192.168.0.76,10.0.0.27,110,UDP,allow,49127,China,baja,
2024-01-29 17:52:00,2024-01-29,17,Monday,2024-01,45.91.57.7,10.0.0.19,3306,TCP,deny,12925,Irán,alta,T1190
2024-02-06 02:21:39,2024-02-06,2,Tuesday,2024-02,45.35.214.57,10.0.0.24,8080,ICMP,deny,25795,China,alta,T1190
2024-01-04 01:18:26,2024-01-04,1,Thursday,2024-01,192.168.1.68,10.0.0.44,123,ICMP,allow,16713,Estados Unidos,media,
